Format Version,1.23,Take Name,cap_009,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2024-07-10 08.16.52.674 PM,Total Frames in Take,2799,Total Exported Frames,2799,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
2093,8.720833,-0.726280,0.219612,-0.524908,-0.385694,0.188331,0.137485,0.330503,-0.878842,-0.377290,-0.281149,-0.079021,-0.099995,0.210074,0.277977,-0.000615,-0.000109,0.000010,-1.000000,0.038766,0.138281,0.300292,0.215558,0.141157,0.428331,0.168498,0.141543,0.560990,-0.122312,0.143382,0.487087,-0.123951,0.141803,0.557455,0.231274,0.122169,0.562558,-0.085520,0.220990,0.285610,0.198010,0.131488,0.381059,0.041311,0.185885,0.232820,0.040089,0.155610,0.302331,0.039229,0.133763,0.380600,-0.107199,0.143982,0.379759,,,,-0.103301,0.184456,0.311990,0.198630,0.146403,0.299955,0.197224,0.166942,0.223029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097303,0.227594,0.253834,,,,,,,-0.196884,0.328184,0.342246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395215,0.291644,0.264110,0.252508,0.183767,0.263223,0.371571,0.281150,0.227159,0.258155,0.181301,0.330692,0.252763,0.221725,0.301468,-0.176199,0.367827,0.327311,,,,,,,-0.249731,0.251997,0.269360,-0.289309,0.271666,0.220704
2094,8.725000,-0.725670,0.219389,-0.525487,-0.386180,0.188284,0.137673,0.330955,-0.878782,-0.377398,-0.281188,-0.079035,-0.100027,0.210106,0.277965,-0.000591,-0.000098,0.000006,-1.000000,0.038766,0.138291,0.300285,0.215558,0.141178,0.428328,0.168493,0.141580,0.560983,-0.122315,0.143395,0.487080,-0.123959,0.141828,0.557442,0.231269,0.122179,0.562558,-0.085566,0.221025,0.285590,0.198017,0.131505,0.381055,0.041312,0.185992,0.232857,0.040091,0.155724,0.302327,0.039223,0.133795,0.380605,-0.107198,0.144004,0.379765,,,,-0.103305,0.184487,0.311992,0.198616,0.146571,0.299955,0.197219,0.167110,0.223059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097345,0.227599,0.253824,,,,,,,-0.196940,0.328183,0.342240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395215,0.291705,0.264518,0.252586,0.183865,0.263701,0.371622,0.281176,0.227596,0.258168,0.181366,0.331126,0.252837,0.221651,0.301874,-0.176273,0.367845,0.327281,,,,,,,-0.249768,0.251988,0.269338,-0.289354,0.271655,0.220665
2095,8.729167,-0.726983,0.219666,-0.523703,-0.385976,0.188368,0.137747,0.331772,-0.878732,-0.377418,-0.281245,-0.079289,-0.100084,0.210079,0.278028,-0.000614,-0.000100,0.000015,-1.000000,0.038752,0.138303,0.300292,0.215541,0.141179,0.428330,0.168484,0.141568,0.560990,-0.122331,0.143404,0.487083,-0.123966,0.141828,0.557454,0.231251,0.122183,0.562570,-0.085623,0.221035,0.285585,0.198016,0.131505,0.381064,0.041305,0.186112,0.232905,0.040062,0.155806,0.302364,0.039206,0.133828,0.380603,-0.107199,0.144031,0.379792,,,,-0.103326,0.184494,0.312015,0.198577,0.146695,0.299979,0.197191,0.167264,0.223096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097390,0.227625,0.253840,,,,,,,-0.196995,0.328163,0.342204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395192,0.291719,0.264984,0.252503,0.183771,0.264296,0.371637,0.281162,0.228028,0.258277,0.181169,0.331702,0.252039,0.223475,0.302652,-0.176334,0.367845,0.327255,,,,,,,-0.249821,0.251966,0.269333,-0.289387,0.271616,0.220643
2096,8.733333,-0.733284,0.222833,-0.517556,-0.380494,0.189057,0.136301,0.331590,-0.878700,-0.377418,-0.281301,-0.079451,-0.100130,0.210061,0.278051,-0.000644,-0.000023,0.000039,-1.000000,0.038780,0.138307,0.300304,0.215548,0.141176,0.428331,0.168484,0.141564,0.560989,-0.122323,0.143403,0.487079,-0.123964,0.141821,0.557442,0.231203,0.122144,0.562673,-0.085661,0.221035,0.285569,0.198032,0.131532,0.381058,0.041301,0.186208,0.232932,0.040058,0.155903,0.302385,0.039207,0.133858,0.380605,-0.107200,0.144042,0.379807,,,,-0.103341,0.184514,0.312019,0.198581,0.146819,0.300005,0.197176,0.167446,0.223119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097446,0.227582,0.253835,,,,,,,-0.197041,0.328153,0.342155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395173,0.291665,0.265570,0.252490,0.183609,0.264775,0.371667,0.281142,0.228482,0.259387,0.178618,0.331491,0.251929,0.223565,0.303120,-0.176385,0.367841,0.327219,,,,,,,-0.249857,0.251957,0.269316,-0.289422,0.271591,0.220600
2097,8.737500,-0.734643,0.222392,-0.517108,-0.378736,0.189589,0.135332,0.331968,-0.878653,-0.377409,-0.281367,-0.079777,-0.100193,0.210013,0.278130,-0.000633,-0.000025,0.000040,-1.000000,0.038776,0.138291,0.300309,0.215535,0.141162,0.428335,0.168482,0.141551,0.560997,-0.122317,0.143394,0.487085,-0.123960,0.141810,0.557445,0.231192,0.122138,0.562676,-0.085714,0.221024,0.285568,0.198034,0.131513,0.381072,0.041289,0.186295,0.232957,0.040057,0.155976,0.302409,0.039209,0.133884,0.380605,-0.107217,0.144077,0.379829,,,,-0.103373,0.184547,0.312031,0.198573,0.146928,0.300047,0.197158,0.167643,0.223179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097494,0.227618,0.253819,,,,,,,-0.197077,0.328131,0.342100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395170,0.291711,0.266053,0.252538,0.183623,0.265219,0.371725,0.281174,0.229024,0.259374,0.178657,0.331938,0.252990,0.220439,0.303822,-0.176434,0.367834,0.327195,,,,,,,-0.249916,0.251945,0.269305,-0.289458,0.271513,0.220574
2098,8.741667,-0.734289,0.222451,-0.517609,-0.378705,0.189590,0.135393,0.332293,-0.878629,-0.377448,-0.281372,-0.079833,-0.100215,0.210001,0.278114,-0.000608,-0.000024,0.000028,-1.000000,0.038793,0.138276,0.300302,0.215557,0.141158,0.428324,0.168505,0.141549,0.560991,-0.122309,0.143385,0.487076,-0.123939,0.141803,0.557437,0.231204,0.122143,0.562672,-0.085741,0.221029,0.285551,0.198049,0.131501,0.381063,0.041297,0.186370,0.232968,0.040071,0.156095,0.302424,0.039221,0.133915,0.380602,-0.107205,0.144088,0.379830,,,,-0.103384,0.184537,0.312017,0.198573,0.147064,0.300065,0.197166,0.167823,0.223213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097538,0.227602,0.253792,,,,,,,-0.197130,0.328115,0.342030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395201,0.291766,0.266531,0.252714,0.183765,0.265603,0.371767,0.281175,0.229550,0.259376,0.178711,0.332331,0.252957,0.220450,0.304146,-0.176467,0.367823,0.327155,,,,,,,-0.249933,0.251931,0.269280,-0.289488,0.271474,0.220531
2099,8.745833,-0.733719,0.222012,-0.518534,-0.378800,0.189625,0.135362,0.332679,-0.878588,-0.377374,-0.281484,-0.080240,-0.100280,0.209920,0.278203,-0.000539,-0.000018,0.000017,-1.000000,0.038804,0.138233,0.300304,0.215569,0.141137,0.428325,0.168511,0.141540,0.560995,-0.122303,0.143362,0.487076,-0.123929,0.141795,0.557439,0.231213,0.122143,0.562681,-0.085774,0.221031,0.285544,0.198056,0.131492,0.381060,0.041289,0.186454,0.232981,0.040069,0.156172,0.302449,0.039235,0.133945,0.380613,-0.107206,0.144092,0.379830,,,,-0.103413,0.184538,0.312014,0.198585,0.147145,0.300082,0.197173,0.167967,0.223241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097569,0.227622,0.253762,,,,,,,-0.197171,0.328085,0.341971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395228,0.291856,0.267009,0.252762,0.183653,0.266093,0.371802,0.281187,0.230038,0.259361,0.178776,0.332700,0.252970,0.220492,0.304462,-0.176496,0.367800,0.327124,,,,,,,-0.249984,0.251913,0.269255,-0.289515,0.271381,0.220478
2100,8.750000,-0.733049,0.221887,-0.519645,-0.378649,0.189671,0.135361,0.332918,-0.878565,-0.377453,-0.281480,-0.080135,-0.100288,0.209924,0.278128,-0.000541,-0.000024,0.000015,-1.000000,0.038829,0.138226,0.300293,0.215596,0.141132,0.428311,0.168548,0.141530,0.560978,-0.122278,0.143354,0.487066,-0.123906,0.141787,0.557430,0.231237,0.122139,0.562673,-0.085791,0.221031,0.285519,0.198068,0.131483,0.381031,0.041293,0.186537,0.232980,0.040093,0.156263,0.302469,0.039267,0.133960,0.380602,-0.107194,0.144130,0.379817,,,,-0.103416,0.184551,0.311985,0.198611,0.147209,0.300099,0.197203,0.168084,0.223254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097600,0.227612,0.253712,,,,,,,-0.197214,0.328068,0.341902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395301,0.291947,0.267612,0.252847,0.183675,0.266452,0.371911,0.281230,0.230590,0.259340,0.178772,0.333216,0.253073,0.220945,0.304447,-0.176527,0.367788,0.327082,,,,,,,-0.250003,0.251885,0.269197,-0.289544,0.271349,0.220424
2101,8.754167,-0.732747,0.221819,-0.520155,-0.378571,0.189707,0.135373,0.333251,-0.878317,-0.379369,-0.280617,-0.076760,-0.100040,0.210882,0.277141,-0.000490,-0.000019,0.000013,-1.000000,0.038850,0.138190,0.300286,0.215616,0.141106,0.428298,0.168568,0.141516,0.560971,-0.122263,0.143342,0.487060,-0.123879,0.141769,0.557416,0.231250,0.122135,0.562675,-0.085803,0.221024,0.285507,0.198075,0.131480,0.381006,0.041293,0.186605,0.232986,0.040118,0.156313,0.302480,0.039284,0.133969,0.380603,-0.107199,0.144143,0.379802,,,,-0.103427,0.184563,0.311974,0.198632,0.147253,0.300106,0.197227,0.168162,0.223276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097621,0.227613,0.253686,,,,,,,-0.197244,0.328053,0.341842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395322,0.292005,0.268117,0.252924,0.183689,0.266814,0.371970,0.281266,0.231062,0.259419,0.178858,0.333594,0.253089,0.220922,0.304798,-0.176559,0.367776,0.327037,,,,-0.213186,0.303844,0.272572,-0.250041,0.251860,0.269150,-0.289572,0.271311,0.220386
2102,8.758333,-0.732496,0.222152,-0.520029,-0.379036,0.189584,0.135775,0.333769,-0.878267,-0.379468,-0.280650,-0.076726,-0.100043,0.210921,0.277105,-0.000715,0.000000,-0.000026,-1.000000,0.038885,0.138302,0.300267,0.215697,0.141187,0.428262,0.168573,0.141519,0.560956,-0.122241,0.143339,0.487046,-0.123858,0.141772,0.557404,0.231253,0.122138,0.562663,-0.085814,0.221051,0.285487,0.198091,0.131489,0.380989,0.041304,0.186670,0.232982,0.040120,0.156344,0.302460,0.039300,0.133999,0.380581,-0.107195,0.144175,0.379790,,,,-0.103430,0.184585,0.311957,0.198633,0.147325,0.300114,0.197245,0.168233,0.223269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097634,0.227625,0.253650,,,,,,,-0.197276,0.328036,0.341795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395365,0.292085,0.268561,0.253029,0.183708,0.267217,0.372023,0.281306,0.231525,0.259311,0.178844,0.334046,0.252832,0.222306,0.305533,-0.176597,0.367782,0.326987,,,,-0.213230,0.303926,0.272552,-0.250058,0.251845,0.269101,-0.289595,0.271294,0.220338
2103,8.762500,-0.732349,0.221971,-0.520264,-0.379102,0.189641,0.135772,0.334225,-0.878212,-0.379593,-0.280629,-0.076818,-0.100060,0.210939,0.277104,-0.000451,-0.000017,0.000017,-1.000000,0.038861,0.138180,0.300255,0.215628,0.141105,0.428267,0.168578,0.141525,0.560937,-0.122245,0.143351,0.487030,-0.123867,0.141779,0.557387,0.231245,0.122147,0.562648,-0.085840,0.221078,0.285469,0.198090,0.131516,0.380979,0.041296,0.186733,0.232991,0.040116,0.156414,0.302462,0.039300,0.134013,0.380567,-0.107205,0.144205,0.379790,,,,-0.103441,0.184618,0.311959,0.198152,0.148337,0.300414,0.197233,0.168293,0.223270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097664,0.227653,0.253626,,,,,,,-0.197320,0.328025,0.341747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395385,0.292096,0.269011,0.253122,0.183691,0.267716,0.372082,0.281327,0.231946,0.259349,0.178770,0.334517,0.252842,0.222400,0.305925,-0.176649,0.367799,0.326940,,,,-0.213253,0.303907,0.272532,-0.250091,0.251833,0.269071,-0.289616,0.271258,0.220321
2104,8.766667,-0.732055,0.221637,-0.520598,-0.379407,0.189715,0.135866,0.334813,-0.878147,-0.379805,-0.280588,-0.076660,-0.100041,0.210997,0.277016,-0.000481,-0.000010,0.000027,-1.000000,0.038858,0.138208,0.300230,0.215619,0.141124,0.428244,0.168574,0.141538,0.560912,-0.122249,0.143366,0.487001,-0.123873,0.141798,0.557360,0.231242,0.122149,0.562628,-0.085848,0.221115,0.285436,0.198105,0.131548,0.380959,0.041308,0.186778,0.232971,0.040111,0.156460,0.302432,0.039293,0.134052,0.380545,-0.107194,0.144237,0.379774,,,,-0.103420,0.184668,0.311942,0.198621,0.147405,0.300090,0.197233,0.168348,0.223242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097675,0.227695,0.253585,,,,,,,-0.197353,0.328019,0.341732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395460,0.292169,0.269506,0.253243,0.183669,0.268280,0.372158,0.281368,0.232413,0.259419,0.178794,0.335080,0.252833,0.222622,0.306454,-0.176707,0.367827,0.326884,,,,-0.213262,0.303868,0.272478,-0.250098,0.251803,0.269016,-0.289625,0.271254,0.220280
2105,8.770833,-0.732101,0.221098,-0.520548,-0.379702,0.189880,0.135891,0.335426,-0.878069,-0.380052,-0.280544,-0.076486,-0.100027,0.211059,0.276933,-0.000481,-0.000069,-0.000008,-1.000000,0.038825,0.138228,0.300198,0.215607,0.141146,0.428230,0.168557,0.141555,0.560899,-0.122268,0.143380,0.486985,-0.123893,0.141808,0.557343,0.231275,0.122203,0.562507,-0.085873,0.221158,0.285426,0.198093,0.131564,0.380969,0.041300,0.186815,0.232970,0.040090,0.156482,0.302408,0.039274,0.134079,0.380534,-0.107199,0.144259,0.379766,,,,-0.103431,0.184685,0.311936,0.198605,0.147429,0.300078,0.197219,0.168402,0.223231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097673,0.227737,0.253562,,,,,,,-0.197391,0.328016,0.341751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395497,0.292206,0.269845,0.253312,0.183607,0.268793,0.372177,0.281374,0.232804,0.259647,0.178887,0.335572,0.252911,0.222699,0.306952,-0.176781,0.367852,0.326836,,,,-0.213280,0.303830,0.272429,-0.250113,0.251770,0.268969,-0.289650,0.271235,0.220246
2106,8.775000,-0.732312,0.220667,-0.520240,-0.379968,0.190045,0.135917,0.336053,-0.877985,-0.380370,-0.280474,-0.076130,-0.099994,0.211183,0.276804,-0.000748,-0.000052,-0.000026,-1.000000,0.038825,0.138383,0.300183,0.215652,0.141247,0.428210,0.168525,0.141576,0.560883,-0.122287,0.143412,0.486979,-0.123918,0.141835,0.557332,0.231264,0.122215,0.562494,-0.085880,0.221216,0.285407,0.198083,0.131590,0.380969,0.041314,0.186854,0.232950,0.040085,0.156542,0.302389,0.039260,0.134107,0.380529,-0.107185,0.144286,0.379762,,,,-0.103412,0.184717,0.311920,0.198579,0.147478,0.300067,0.197211,0.168465,0.223224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097672,0.227766,0.253541,,,,,,,-0.197439,0.328026,0.341775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395478,0.292204,0.270132,0.253432,0.183652,0.269342,0.372231,0.281394,0.233163,0.259777,0.178920,0.336091,0.253057,0.222712,0.307460,-0.176871,0.367892,0.326785,,,,-0.213297,0.303836,0.272380,-0.250122,0.251762,0.268918,-0.289678,0.271256,0.220219
2107,8.779167,-0.732401,0.220005,-0.520060,-0.380427,0.190231,0.135951,0.336791,-0.877887,-0.380660,-0.280461,-0.075848,-0.099977,0.211296,0.276739,-0.000537,-0.000066,0.000007,-1.000000,0.038780,0.138296,0.300201,0.215562,0.141193,0.428246,0.168499,0.141595,0.560906,-0.122311,0.143430,0.486982,-0.123952,0.141854,0.557352,0.231248,0.122231,0.562497,-0.085901,0.221263,0.285416,0.198063,0.131637,0.380995,0.041314,0.186917,0.232983,0.040063,0.156560,0.302397,0.039220,0.134132,0.380542,-0.107190,0.144326,0.379775,,,,-0.103409,0.184755,0.311939,0.198566,0.147470,0.300065,0.197206,0.168477,0.223228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097678,0.227800,0.253559,,,,,,,-0.197501,0.328035,0.341835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395592,0.292313,0.270462,0.253510,0.183620,0.269936,0.372271,0.281360,0.233491,0.259893,0.178944,0.336718,0.253168,0.222726,0.308068,-0.176970,0.367917,0.326769,,,,-0.213329,0.303885,0.272376,-0.250146,0.251750,0.268901,-0.289719,0.271255,0.220216
2108,8.783333,-0.732717,0.219397,-0.519551,-0.380864,0.190450,0.135957,0.337574,-0.877778,-0.380987,-0.280478,-0.075405,-0.099937,0.211457,0.276656,-0.000575,-0.000027,0.000035,-1.000000,0.038776,0.138319,0.300239,0.215548,0.141208,0.428269,0.168487,0.141613,0.560926,-0.122332,0.143439,0.487014,-0.123971,0.141869,0.557377,0.231204,0.122195,0.562600,-0.085898,0.221310,0.285438,0.198041,0.131691,0.381029,0.041335,0.186995,0.233020,0.040076,0.156589,0.302416,0.039213,0.134163,0.380567,-0.107184,0.144355,0.379778,,,,-0.103403,0.184799,0.311963,0.198565,0.147475,0.300082,0.197216,0.168503,0.223238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097682,0.227815,0.253579,,,,,,,-0.197572,0.328038,0.341878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395607,0.292279,0.270797,0.253544,0.183587,0.270584,0.372323,0.281314,0.233836,0.260192,0.178990,0.337343,0.253311,0.222713,0.308633,-0.177063,0.367939,0.326763,,,,-0.213385,0.304041,0.272406,-0.250151,0.251739,0.268889,-0.289757,0.271277,0.220218
2109,8.787500,-0.732761,0.218817,-0.519270,-0.381497,0.190683,0.136063,0.338389,-0.877950,-0.379252,-0.281343,-0.078852,-0.100256,0.210474,0.277615,-0.000593,-0.000039,0.000042,-1.000000,0.038763,0.138320,0.300281,0.215540,0.141201,0.428313,0.168474,0.141596,0.560967,-0.122343,0.143436,0.487059,-0.123981,0.141865,0.557423,0.231208,0.122190,0.562630,-0.085908,0.221349,0.285480,0.198003,0.131709,0.381079,0.041333,0.187058,0.233075,0.040084,0.156606,0.302456,0.039201,0.134163,0.380617,-0.107196,0.144397,0.379828,,,,-0.103413,0.184846,0.312003,0.198563,0.147444,0.300106,0.197215,0.168484,0.223273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097694,0.227845,0.253620,,,,,,,-0.197633,0.328034,0.341899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395764,0.292260,0.271164,0.253761,0.183665,0.271250,0.372375,0.281251,0.234256,0.260462,0.179162,0.337999,0.253467,0.222709,0.309259,-0.177145,0.367951,0.326794,,,,,,,-0.250176,0.251725,0.268898,-0.289789,0.271252,0.220228
2110,8.791667,-0.733024,0.217546,-0.518777,-0.382387,0.191014,0.136026,0.339477,-0.877869,-0.379371,-0.281435,-0.078851,-0.100252,0.210493,0.277646,-0.000883,-0.000031,0.000005,-1.000000,0.038795,0.138453,0.300312,0.215620,0.141284,0.428329,0.168486,0.141585,0.561007,-0.122327,0.143424,0.487096,-0.123964,0.141860,0.557464,0.231230,0.122175,0.562652,-0.085881,0.221389,0.285516,0.198012,0.131714,0.381108,0.041348,0.187110,0.233125,0.040100,0.156615,0.302502,0.039223,0.134155,0.380654,-0.107178,0.144413,0.379865,,,,-0.103396,0.184873,0.312037,0.198580,0.147407,0.300140,0.197228,0.168491,0.223303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097691,0.227866,0.253652,,,,,,,-0.197675,0.328018,0.341907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395873,0.292220,0.271416,0.253843,0.183354,0.272113,0.372365,0.281141,0.234616,0.260779,0.179140,0.338756,0.253666,0.222809,0.310038,-0.177198,0.367947,0.326807,,,,,,,-0.250176,0.251698,0.268908,-0.289796,0.271222,0.220218
2111,8.795833,-0.733754,0.217209,-0.517570,-0.382815,0.191279,0.135997,0.340327,-0.877793,-0.379402,-0.281570,-0.079066,-0.100268,0.210465,0.277730,-0.000645,-0.000047,0.000051,-1.000000,0.038801,0.138318,0.300341,0.215584,0.141187,0.428370,0.168513,0.141578,0.561029,-0.122305,0.143408,0.487120,-0.123936,0.141847,0.557488,0.231251,0.122142,0.562681,-0.085878,0.221401,0.285549,0.198017,0.131689,0.381121,0.041349,0.187140,0.233158,0.040121,0.156616,0.302542,0.039239,0.134129,0.380670,-0.107186,0.144420,0.379882,,,,-0.103401,0.184906,0.312070,0.198610,0.147307,0.300123,0.197260,0.168493,0.223341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097685,0.227892,0.253682,,,,,,,-0.197696,0.327986,0.341863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111204,0.133122,0.396573,,,,,,,,,,,,,,,,,,,,,,,,,0.396043,0.292101,0.271656,0.253948,0.183368,0.272801,0.372412,0.281026,0.234938,0.261039,0.179079,0.339427,0.253872,0.222651,0.310692,-0.177231,0.367938,0.326816,,,,,,,-0.250187,0.251668,0.268915,-0.289796,0.271163,0.220193
2112,8.800000,-0.733502,0.216933,-0.516954,-0.384283,0.191222,0.136464,0.341262,-0.877718,-0.379406,-0.281741,-0.079267,-0.100278,0.210431,0.277771,-0.000642,-0.000044,0.000033,-1.000000,0.038829,0.138313,0.300336,0.215614,0.141188,0.428357,0.168538,0.141578,0.561018,-0.122277,0.143403,0.487112,-0.123905,0.141832,0.557486,0.231273,0.122147,0.562690,-0.085865,0.221421,0.285555,0.198044,0.131680,0.381089,0.041355,0.187160,0.233183,0.040141,0.156607,0.302541,0.039270,0.134116,0.380667,-0.107175,0.144416,0.379874,,,,-0.103389,0.184914,0.312073,0.198628,0.147316,0.300108,0.197265,0.168399,0.223319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097673,0.227894,0.253689,,,,,,,-0.197699,0.327963,0.341805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111218,0.133115,0.396609,,,,,,,,,,,,,,,,,,,,,,,,,0.396170,0.291981,0.271914,0.254082,0.183360,0.273474,0.372427,0.280871,0.235259,0.261300,0.178996,0.340161,0.253428,0.223779,0.311387,-0.177250,0.367929,0.326792,,,,,,,-0.250191,0.251629,0.268875,-0.289786,0.271115,0.220116
2113,8.804167,-0.734054,0.216795,-0.515685,-0.385011,0.191423,0.136549,0.342120,-0.877623,-0.379352,-0.281973,-0.079757,-0.100311,0.210356,0.277910,-0.000581,-0.000048,0.000029,-1.000000,0.038847,0.138278,0.300324,0.215630,0.141171,0.428345,0.168561,0.141574,0.560997,-0.122250,0.143389,0.487105,-0.123874,0.141827,0.557472,0.231275,0.122148,0.562681,-0.085863,0.221434,0.285552,0.198057,0.131642,0.381060,0.041339,0.187112,0.233164,0.040139,0.156585,0.302543,0.039288,0.134107,0.380647,-0.107189,0.144442,0.379890,,,,-0.103399,0.184932,0.312081,0.198623,0.147254,0.300078,0.197267,0.168417,0.223329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097665,0.227905,0.253681,,,,,,,-0.197705,0.327921,0.341703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111158,0.133036,0.396647,,,,,,,,,,,,,,,,,,,,,,,,,0.396345,0.291769,0.272163,0.254156,0.183384,0.274125,0.372476,0.280687,0.235590,0.261589,0.179045,0.340809,0.253692,0.223671,0.312027,-0.177272,0.367915,0.326772,,,,,,,-0.250208,0.251592,0.268856,-0.289760,0.271034,0.220052
