Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,Tool,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
chisel_x,chisel_y,chisel_z,chisel_w,chisel_X,chisel_Y,chisel_Z,gripper_x,gripper_y,gripper_z,gripper_w,gripper_X,gripper_Y,gripper_Z,battery_x,battery_y,battery_z,battery_w,battery_X,battery_Y,battery_Z,A2_X,A2_Y,A2_Z,A1_X,A1_Y,A1_Z,A3_X,A3_Y,A3_Z,B2_X,B2_Y,B2_Z,B3_X,B3_Y,B3_Z,C1_X,C1_Y,C1_Z,C2_X,C2_Y,C2_Z,C3_X,C3_Y,C3_Z,B1_X,B1_Y,B1_Z
-0.899079,-0.004196,0.007306,-0.437706,-0.101696,0.137925,0.226614,-0.825732,-0.249046,-0.046549,-0.503961,-0.283402,0.253979,0.228569,-0.000532,0.000031,0.000034,-1.000000,0.038840,0.138246,0.300288,0.197965,0.128993,0.298396,0.197779,0.130606,0.380982,0.196012,0.127780,0.218823,0.039387,0.124916,0.299183,0.038978,0.126362,0.223284,-0.107431,0.133721,0.378063,-0.107852,0.131859,0.298792,-0.107564,0.134658,0.225903,0.039121,0.124167,0.380637
-0.899250,-0.003966,0.008186,-0.437341,-0.101682,0.137921,0.226684,-0.825785,-0.249018,-0.046645,-0.503878,-0.283429,0.253924,0.228524,-0.000564,0.000021,0.000039,-1.000000,0.038852,0.138247,0.300303,0.197994,0.128985,0.298408,0.197799,0.130593,0.380996,0.196038,0.127776,0.218843,0.039405,0.124919,0.299194,0.039004,0.126391,0.223299,-0.107420,0.133708,0.378077,-0.107837,0.131852,0.298810,-0.107542,0.134710,0.225930,0.039136,0.124170,0.380649
-0.899454,-0.003895,0.008912,-0.436908,-0.101661,0.137900,0.226750,-0.825753,-0.248977,-0.046790,-0.503937,-0.283476,0.253894,0.228520,-0.000547,0.000028,0.000029,-1.000000,0.038869,0.138236,0.300312,0.197994,0.128987,0.298415,0.197803,0.130600,0.380999,0.196047,0.127781,0.218850,0.039408,0.124920,0.299193,0.038999,0.126397,0.223310,-0.107410,0.133702,0.378082,-0.107828,0.131848,0.298812,-0.107545,0.134754,0.225952,0.039152,0.124168,0.380649
-0.899646,-0.003672,0.009750,-0.436495,-0.101646,0.137920,0.226816,-0.825781,-0.248925,-0.046925,-0.503904,-0.283518,0.253848,0.228474,-0.000522,0.000016,0.000028,-1.000000,0.038875,0.138233,0.300295,0.198006,0.129002,0.298410,0.197823,0.130596,0.380977,0.196049,0.127786,0.218836,0.039427,0.124941,0.299179,0.039004,0.126411,0.223297,-0.107403,0.133705,0.378065,-0.107821,0.131866,0.298799,-0.107530,0.134850,0.225940,0.039166,0.124177,0.380634
-0.899860,-0.003687,0.010222,-0.436044,-0.101630,0.137898,0.226904,-0.825724,-0.248924,-0.047111,-0.503982,-0.283563,0.253827,0.228478,-0.000492,-0.000035,0.000006,-1.000000,0.038851,0.138230,0.300268,0.197990,0.129002,0.298397,0.197815,0.130606,0.380970,0.196034,0.127783,0.218823,0.039410,0.124934,0.299166,0.038984,0.126403,0.223291,-0.107412,0.133709,0.378055,-0.107825,0.131866,0.298791,-0.107533,0.134948,0.225954,0.039154,0.124184,0.380620
-0.900130,-0.003657,0.010790,-0.435472,-0.101610,0.137850,0.227007,-0.825745,-0.248955,-0.047222,-0.503922,-0.283587,0.253772,0.228439,-0.000478,-0.000032,0.000015,-1.000000,0.038845,0.138225,0.300251,0.197973,0.128998,0.298385,0.197809,0.130601,0.380944,0.196024,0.127790,0.218803,0.039414,0.124932,0.299145,0.038983,0.126408,0.223277,-0.107414,0.133716,0.378032,-0.107832,0.131865,0.298773,-0.107528,0.135075,0.225939,0.039145,0.124191,0.380605
-0.900282,-0.003671,0.011275,-0.435145,-0.101609,0.137848,0.227242,-0.825749,-0.248990,-0.047347,-0.503886,-0.283624,0.253721,0.228431,-0.000471,-0.000021,0.000014,-1.000000,0.038829,0.138223,0.300239,0.197934,0.128974,0.298377,0.197781,0.130598,0.380934,0.195996,0.127780,0.218802,0.039398,0.124919,0.299140,0.038952,0.126366,0.223260,-0.107413,0.133711,0.378022,-0.107850,0.131860,0.298766,-0.107530,0.135212,0.225945,0.039130,0.124182,0.380590
-0.900413,-0.003511,0.012028,-0.434856,-0.101588,0.137862,0.227516,-0.825844,-0.249014,-0.047432,-0.503709,-0.283657,0.253639,0.228373,-0.000543,0.000045,0.000049,-1.000000,0.038833,0.138249,0.300238,0.197922,0.128978,0.298357,0.197765,0.130599,0.380919,0.195980,0.127771,0.218788,0.039389,0.124927,0.299125,0.038948,0.126348,0.223244,-0.107436,0.133716,0.377998,-0.107853,0.131871,0.298755,-0.107520,0.135386,0.225948,0.039122,0.124182,0.380581
-0.900673,-0.003323,0.012802,-0.434296,-0.101573,0.137810,0.227728,-0.825975,-0.249021,-0.047467,-0.503489,-0.283705,0.253542,0.228319,-0.000538,0.000045,0.000050,-1.000000,0.038812,0.138240,0.300245,0.197911,0.128957,0.298357,0.197745,0.130597,0.380926,0.195963,0.127740,0.218776,0.039368,0.124930,0.299129,0.038930,0.126359,0.223246,-0.107459,0.133706,0.378002,-0.107861,0.131865,0.298757,-0.107529,0.135552,0.225971,0.039099,0.124178,0.380582
-0.900918,-0.002914,0.013723,-0.433763,-0.101574,0.137815,0.227925,-0.826133,-0.249017,-0.047500,-0.503229,-0.283749,0.253445,0.228246,-0.000560,0.000040,0.000050,-1.000000,0.038808,0.138256,0.300243,0.197912,0.128966,0.298360,0.197748,0.130601,0.380932,0.195975,0.127747,0.218780,0.039364,0.124938,0.299136,0.038932,0.126359,0.223240,-0.107461,0.133715,0.378003,-0.107863,0.131876,0.298755,-0.107520,0.135711,0.225998,0.039098,0.124189,0.380587
-0.901160,-0.002236,0.015072,-0.433219,-0.101587,0.137856,0.228128,-0.827689,-0.250029,-0.047662,-0.500145,-0.283466,0.253020,0.227432,-0.000507,0.000035,0.000049,-1.000000,0.038807,0.138234,0.300257,0.197915,0.128951,0.298359,0.197744,0.130597,0.380949,0.195973,0.127755,0.218784,0.039366,0.124943,0.299152,0.038939,0.126365,0.223250,-0.107467,0.133714,0.378021,-0.107870,0.131876,0.298767,-0.107533,0.135826,0.226032,0.039095,0.124190,0.380598
-0.901496,-0.001422,0.016592,-0.432467,-0.101573,0.137881,0.228260,-0.827812,-0.249977,-0.047768,-0.499957,-0.283524,0.252936,0.227389,-0.000551,0.000026,0.000043,-1.000000,0.038818,0.138253,0.300264,0.197942,0.128963,0.298361,0.197761,0.130610,0.380962,0.196002,0.127761,0.218796,0.039380,0.124957,0.299159,0.038966,0.126405,0.223254,-0.107460,0.133725,0.378031,-0.107864,0.131863,0.298783,-0.107503,0.135915,0.226062,0.039103,0.124203,0.380603
-0.901851,-0.000701,0.018018,-0.431671,-0.101548,0.137872,0.228381,-0.827838,-0.249941,-0.047889,-0.499920,-0.283586,0.252861,0.227397,-0.000582,0.000023,0.000044,-1.000000,0.038832,0.138252,0.300283,0.197964,0.128957,0.298382,0.197771,0.130597,0.380988,0.196020,0.127744,0.218807,0.039394,0.124942,0.299179,0.038973,0.126394,0.223270,-0.107437,0.133710,0.378054,-0.107859,0.131847,0.298800,-0.107490,0.135983,0.226095,0.039119,0.124181,0.380621
-0.902296,-0.000012,0.019403,-0.430680,-0.101498,0.137817,0.228451,-0.827939,-0.249876,-0.047990,-0.499776,-0.283633,0.252764,0.227355,-0.000561,0.000021,0.000047,-1.000000,0.038858,0.138234,0.300287,0.197997,0.128944,0.298384,0.197804,0.130588,0.380990,0.196044,0.127743,0.218812,0.039413,0.124934,0.299183,0.039003,0.126378,0.223266,-0.107408,0.133692,0.378062,-0.107832,0.131845,0.298797,-0.107459,0.136012,0.226101,0.039142,0.124172,0.380627
-0.902619,0.000912,0.021112,-0.429921,-0.101490,0.137829,0.228567,-0.827882,-0.249823,-0.048155,-0.499881,-0.283703,0.252718,0.227380,-0.000561,0.000020,0.000041,-1.000000,0.038866,0.138230,0.300282,0.198000,0.128938,0.298382,0.197809,0.130588,0.380982,0.196055,0.127737,0.218806,0.039421,0.124929,0.299165,0.039006,0.126380,0.223266,-0.107400,0.133683,0.378050,-0.107824,0.131848,0.298787,-0.107445,0.136068,0.226110,0.039155,0.124164,0.380625
-0.902943,0.001551,0.022483,-0.429170,-0.101460,0.137861,0.228677,-0.827853,-0.249772,-0.048304,-0.499940,-0.283756,0.252674,0.227371,-0.000549,0.000027,0.000051,-1.000000,0.038874,0.138249,0.300257,0.197994,0.128965,0.298361,0.197816,0.130607,0.380954,0.196050,0.127761,0.218788,0.039424,0.124943,0.299144,0.038998,0.126403,0.223254,-0.107392,0.133717,0.378031,-0.107814,0.131867,0.298763,-0.107438,0.136156,0.226101,0.039158,0.124184,0.380596
-0.903273,0.001802,0.023397,-0.428424,-0.101420,0.137851,0.228787,-0.827819,-0.249720,-0.048417,-0.500012,-0.283827,0.252622,0.227376,-0.000477,-0.000032,0.000028,-1.000000,0.038843,0.138243,0.300227,0.197977,0.128989,0.298353,0.197801,0.130619,0.380931,0.196023,0.127793,0.218770,0.039417,0.124967,0.299133,0.038984,0.126424,0.223241,-0.107401,0.133732,0.378012,-0.107821,0.131885,0.298750,-0.107438,0.136260,0.226097,0.039145,0.124210,0.380579
-0.903571,0.002135,0.024382,-0.427738,-0.101404,0.137833,0.228909,-0.827942,-0.249771,-0.048539,-0.499770,-0.283842,0.252532,0.227293,-0.000502,0.000041,0.000054,-1.000000,0.038860,0.138257,0.300226,0.197962,0.129009,0.298345,0.197793,0.130628,0.380917,0.196017,0.127808,0.218759,0.039418,0.124974,0.299111,0.038973,0.126440,0.223234,-0.107401,0.133751,0.377992,-0.107822,0.131902,0.298736,-0.107432,0.136368,0.226091,0.039137,0.124224,0.380565
-0.903839,0.002435,0.025465,-0.427107,-0.101412,0.137816,0.229057,-0.827977,-0.249700,-0.048632,-0.499739,-0.283913,0.252442,0.227285,-0.000444,-0.000023,0.000014,-1.000000,0.038830,0.138233,0.300210,0.197945,0.128997,0.298349,0.197790,0.130624,0.380915,0.196003,0.127801,0.218777,0.039405,0.124976,0.299112,0.038959,0.126438,0.223240,-0.107409,0.133744,0.377993,-0.107829,0.131882,0.298741,-0.107427,0.136478,0.226100,0.039136,0.124232,0.380565
-0.903985,0.002887,0.026651,-0.426724,-0.101443,0.137856,0.229256,-0.828115,-0.249654,-0.048736,-0.499522,-0.283959,0.252333,0.227218,-0.000481,0.000044,0.000049,-1.000000,0.038858,0.138235,0.300230,0.197950,0.129002,0.298353,0.197787,0.130619,0.380913,0.196011,0.127797,0.218784,0.039416,0.124965,0.299117,0.038965,0.126442,0.223242,-0.107407,0.133739,0.377990,-0.107829,0.131883,0.298743,-0.107408,0.136606,0.226125,0.039137,0.124223,0.380568
-0.904140,0.003184,0.027767,-0.426320,-0.101473,0.137868,0.229452,-0.828133,-0.249560,-0.048760,-0.499537,-0.284037,0.252253,0.227224,-0.000475,0.000030,0.000039,-1.000000,0.038847,0.138225,0.300252,0.197944,0.128981,0.298369,0.197791,0.130597,0.380938,0.195999,0.127787,0.218802,0.039409,0.124972,0.299145,0.038961,0.126438,0.223269,-0.107411,0.133727,0.378018,-0.107830,0.131868,0.298760,-0.107404,0.136724,0.226175,0.039132,0.124210,0.380592
-0.904296,0.003234,0.028454,-0.425944,-0.101467,0.137883,0.229603,-0.828307,-0.249474,-0.048803,-0.499288,-0.284089,0.252135,0.227150,-0.000499,0.000030,0.000047,-1.000000,0.038860,0.138229,0.300268,0.197962,0.128984,0.298394,0.197806,0.130599,0.380953,0.196017,0.127787,0.218815,0.039419,0.124970,0.299156,0.038972,0.126448,0.223282,-0.107401,0.133726,0.378035,-0.107823,0.131860,0.298771,-0.107386,0.136828,0.226212,0.039138,0.124204,0.380603
-0.904449,0.003063,0.028834,-0.425596,-0.101455,0.137869,0.229732,-0.828292,-0.249265,-0.048803,-0.499417,-0.284198,0.252055,0.227172,-0.000515,0.000023,0.000043,-1.000000,0.038868,0.138218,0.300290,0.197977,0.128970,0.298397,0.197812,0.130596,0.380977,0.196026,0.127781,0.218830,0.039419,0.124955,0.299178,0.038979,0.126449,0.223306,-0.107400,0.133722,0.378058,-0.107826,0.131863,0.298796,-0.107377,0.136920,0.226261,0.039147,0.124189,0.380627
-0.904532,0.003192,0.029653,-0.425362,-0.101467,0.137894,0.229874,-0.828409,-0.249177,-0.048820,-0.499265,-0.284252,0.251953,0.227102,-0.000507,0.000010,0.000033,-1.000000,0.038868,0.138218,0.300293,0.197990,0.128981,0.298399,0.197821,0.130592,0.380986,0.196040,0.127772,0.218831,0.039419,0.124958,0.299181,0.038991,0.126462,0.223300,-0.107404,0.133707,0.378064,-0.107823,0.131859,0.298803,-0.107351,0.137035,0.226282,0.039154,0.124187,0.380630
-0.904542,0.002566,0.029823,-0.425333,-0.101332,0.137962,0.230043,-0.828383,-0.249011,-0.048803,-0.499393,-0.284341,0.251882,0.227117,-0.000544,0.000011,0.000029,-1.000000,0.038855,0.138232,0.300305,0.197976,0.128975,0.298413,0.197808,0.130601,0.380994,0.196031,0.127769,0.218844,0.039409,0.124959,0.299191,0.038982,0.126451,0.223312,-0.107416,0.133708,0.378079,-0.107838,0.131850,0.298810,-0.107341,0.137147,0.226323,0.039141,0.124190,0.380641
-0.904585,0.002607,0.030492,-0.425194,-0.101355,0.137956,0.230160,-0.828467,-0.248949,-0.048776,-0.499288,-0.284374,0.251783,0.227052,-0.000577,0.000013,0.000041,-1.000000,0.038850,0.138247,0.300300,0.197970,0.128964,0.298397,0.197795,0.130595,0.380991,0.196028,0.127772,0.218832,0.039397,0.124960,0.299188,0.038974,0.126438,0.223300,-0.107417,0.133713,0.378075,-0.107841,0.131851,0.298804,-0.107330,0.137233,0.226347,0.039136,0.124191,0.380638
-0.904616,0.002638,0.031083,-0.425084,-0.101395,0.137941,0.230257,-0.828426,-0.248827,-0.048729,-0.499420,-0.284442,0.251718,0.227050,-0.000574,0.000017,0.000051,-1.000000,0.038825,0.138246,0.300291,0.197943,0.128960,0.298384,0.197760,0.130587,0.380990,0.196000,0.127758,0.218818,0.039376,0.124967,0.299178,0.038956,0.126436,0.223292,-0.107448,0.133708,0.378060,-0.107862,0.131857,0.298805,-0.107342,0.137297,0.226357,0.039103,0.124189,0.380631
-0.904629,0.002622,0.031444,-0.425030,-0.101421,0.137947,0.230320,-0.828459,-0.248750,-0.048613,-0.499416,-0.284471,0.251633,0.226975,-0.000538,-0.000040,0.000021,-1.000000,0.038788,0.138253,0.300243,0.197925,0.128971,0.298355,0.197740,0.130607,0.380947,0.195981,0.127761,0.218791,0.039360,0.124988,0.299150,0.038941,0.126443,0.223252,-0.107473,0.133735,0.378026,-0.107876,0.131874,0.298784,-0.107340,0.137384,0.226327,0.039095,0.124219,0.380602
-0.904647,0.002613,0.031846,-0.424963,-0.101457,0.137943,0.230368,-0.828384,-0.248693,-0.048557,-0.499575,-0.284512,0.251584,0.226964,-0.000537,-0.000036,0.000005,-1.000000,0.038764,0.138272,0.300227,0.197902,0.128986,0.298340,0.197719,0.130615,0.380930,0.195957,0.127783,0.218771,0.039336,0.125015,0.299128,0.038914,0.126464,0.223239,-0.107498,0.133750,0.378012,-0.107902,0.131880,0.298762,-0.107353,0.137461,0.226313,0.039071,0.124236,0.380586
-0.904650,0.002581,0.032174,-0.424932,-0.101472,0.137950,0.230397,-0.827271,-0.247820,-0.048418,-0.501860,-0.284799,0.251771,0.227525,-0.000515,-0.000032,0.000018,-1.000000,0.038763,0.138278,0.300211,0.197907,0.129007,0.298333,0.197710,0.130635,0.380920,0.195959,0.127802,0.218762,0.039335,0.125032,0.299114,0.038910,0.126483,0.223225,-0.107495,0.133767,0.377993,-0.107902,0.131915,0.298746,-0.107347,0.137509,0.226301,0.039072,0.124253,0.380567
-0.904635,0.002500,0.032528,-0.424938,-0.101470,0.137943,0.230416,-0.827316,-0.247778,-0.048320,-0.501816,-0.284818,0.251672,0.227468,-0.000540,-0.000027,0.000023,-1.000000,0.038771,0.138283,0.300218,0.197905,0.128993,0.298336,0.197717,0.130627,0.380925,0.195962,0.127786,0.218768,0.039336,0.125017,0.299127,0.038914,0.126471,0.223234,-0.107487,0.133753,0.378006,-0.107891,0.131901,0.298752,-0.107346,0.137518,0.226312,0.039077,0.124247,0.380578
-0.904625,0.002314,0.032602,-0.424953,-0.101435,0.137948,0.230416,-0.827332,-0.247720,-0.048269,-0.501824,-0.284826,0.251575,0.227429,-0.000582,0.000033,0.000053,-1.000000,0.038810,0.138285,0.300244,0.197931,0.128991,0.298341,0.197752,0.130623,0.380932,0.195976,0.127791,0.218781,0.039370,0.124998,0.299140,0.038939,0.126478,0.223239,-0.107463,0.133737,0.378015,-0.107874,0.131895,0.298758,-0.107327,0.137512,0.226319,0.039095,0.124234,0.380588
-0.904592,0.002137,0.032609,-0.425025,-0.101423,0.137936,0.230435,-0.827292,-0.247687,-0.048241,-0.501908,-0.284841,0.251491,0.227427,-0.000516,0.000032,0.000041,-1.000000,0.038827,0.138247,0.300270,0.197942,0.128982,0.298372,0.197764,0.130602,0.380964,0.196005,0.127793,0.218803,0.039383,0.124990,0.299170,0.038957,0.126476,0.223274,-0.107453,0.133720,0.378040,-0.107858,0.131890,0.298778,-0.107312,0.137509,0.226339,0.039103,0.124216,0.380610
-0.904524,0.001835,0.032340,-0.425190,-0.101373,0.137945,0.230444,-0.827384,-0.247708,-0.048170,-0.501753,-0.284818,0.251366,0.227340,-0.000760,0.000047,0.000003,-1.000000,0.038879,0.138362,0.300278,0.197972,0.128998,0.298381,0.197798,0.130606,0.380971,0.196023,0.127794,0.218817,0.039408,0.124986,0.299174,0.038986,0.126477,0.223287,-0.107413,0.133735,0.378058,-0.107838,0.131888,0.298784,-0.107280,0.137513,0.226343,0.039129,0.124216,0.380623
-0.904426,0.001666,0.032118,-0.425416,-0.101357,0.137959,0.230450,-0.827497,-0.247678,-0.048060,-0.501592,-0.284822,0.251221,0.227249,-0.000519,0.000027,0.000042,-1.000000,0.038872,0.138242,0.300287,0.197991,0.128989,0.298393,0.197816,0.130609,0.380981,0.196046,0.127810,0.218825,0.039421,0.124972,0.299177,0.038991,0.126467,0.223290,-0.107397,0.133725,0.378055,-0.107823,0.131875,0.298784,-0.107267,0.137529,0.226356,0.039156,0.124198,0.380621
-0.904322,0.001479,0.031625,-0.425675,-0.101345,0.137973,0.230433,-0.827614,-0.247741,-0.047982,-0.501375,-0.284789,0.251086,0.227133,-0.000448,0.000021,0.000041,-1.000000,0.038890,0.138220,0.300273,0.198011,0.129006,0.298379,0.197837,0.130613,0.380965,0.196063,0.127806,0.218813,0.039443,0.124973,0.299153,0.039005,0.126469,0.223279,-0.107381,0.133737,0.378049,-0.107814,0.131896,0.298771,-0.107250,0.137529,0.226343,0.039169,0.124202,0.380610
-0.904191,0.001350,0.031151,-0.425988,-0.101357,0.137989,0.230434,-0.827743,-0.247788,-0.047888,-0.501149,-0.284779,0.250936,0.227034,-0.000539,0.000030,0.000043,-1.000000,0.038884,0.138266,0.300269,0.198006,0.129014,0.298373,0.197825,0.130620,0.380964,0.196046,0.127813,0.218808,0.039426,0.124973,0.299153,0.039003,0.126458,0.223266,-0.107385,0.133741,0.378042,-0.107816,0.131895,0.298767,-0.107264,0.137523,0.226338,0.039164,0.124203,0.380605
-0.904093,0.001300,0.030686,-0.426231,-0.101351,0.137986,0.230406,-0.827831,-0.247808,-0.047818,-0.500999,-0.284768,0.250806,0.226957,-0.000476,0.000036,0.000047,-1.000000,0.038879,0.138247,0.300257,0.197993,0.129017,0.298365,0.197817,0.130633,0.380948,0.196043,0.127824,0.218796,0.039426,0.124962,0.299136,0.038999,0.126448,0.223264,-0.107397,0.133750,0.378026,-0.107810,0.131907,0.298763,-0.107257,0.137546,0.226319,0.039162,0.124207,0.380594
-0.903971,0.001342,0.030250,-0.426521,-0.101373,0.137970,0.230388,-0.827899,-0.247860,-0.047780,-0.500866,-0.284768,0.250673,0.226898,-0.000493,0.000041,0.000050,-1.000000,0.038866,0.138259,0.300247,0.197971,0.129008,0.298358,0.197800,0.130629,0.380935,0.196024,0.127811,0.218780,0.039418,0.124947,0.299127,0.038980,0.126412,0.223248,-0.107403,0.133759,0.378014,-0.107833,0.131924,0.298747,-0.107268,0.137542,0.226310,0.039147,0.124205,0.380589
-0.903798,0.001531,0.029824,-0.426917,-0.101392,0.137984,0.230370,-0.827934,-0.247837,-0.047807,-0.500816,-0.284778,0.250556,0.226858,-0.000482,-0.000016,0.000020,-1.000000,0.038846,0.138266,0.300212,0.197964,0.129009,0.298337,0.197796,0.130634,0.380919,0.196021,0.127809,0.218764,0.039410,0.124934,0.299113,0.038973,0.126378,0.223221,-0.107404,0.133767,0.377996,-0.107824,0.131923,0.298735,-0.107264,0.137545,0.226291,0.039141,0.124200,0.380566
-0.903619,0.001656,0.029386,-0.427324,-0.101410,0.137981,0.230359,-0.828016,-0.247800,-0.047795,-0.500700,-0.284802,0.250409,0.226812,-0.000555,0.000041,0.000068,-1.000000,0.038848,0.138286,0.300222,0.197953,0.128994,0.298331,0.197779,0.130626,0.380917,0.196010,0.127798,0.218753,0.039403,0.124917,0.299107,0.038967,0.126351,0.223219,-0.107416,0.133768,0.377991,-0.107832,0.131919,0.298727,-0.107274,0.137528,0.226287,0.039128,0.124193,0.380564
-0.903447,0.001835,0.028987,-0.427715,-0.101420,0.138000,0.230334,-0.828158,-0.247731,-0.047799,-0.500499,-0.284819,0.250249,0.226744,-0.000494,-0.000018,0.000030,-1.000000,0.038837,0.138267,0.300198,0.197957,0.128991,0.298320,0.197783,0.130638,0.380908,0.196016,0.127802,0.218741,0.039405,0.124916,0.299098,0.038972,0.126326,0.223202,-0.107418,0.133769,0.377987,-0.107825,0.131924,0.298723,-0.107266,0.137537,0.226270,0.039140,0.124192,0.380550
-0.903316,0.001970,0.028673,-0.428011,-0.101426,0.137967,0.230312,-0.828316,-0.247658,-0.047795,-0.500274,-0.284855,0.250081,0.226690,-0.000531,0.000035,0.000070,-1.000000,0.038849,0.138271,0.300225,0.197958,0.128979,0.298326,0.197789,0.130629,0.380925,0.195997,0.127786,0.218755,0.039405,0.124890,0.299113,0.038969,0.126296,0.223217,-0.107419,0.133754,0.377996,-0.107818,0.131924,0.298736,-0.107269,0.137534,0.226285,0.039137,0.124173,0.380563
-0.903163,0.001982,0.028108,-0.428372,-0.101420,0.137975,0.230296,-0.828492,-0.247595,-0.047803,-0.500014,-0.284871,0.249902,0.226622,-0.000554,0.000035,0.000063,-1.000000,0.038856,0.138277,0.300235,0.197965,0.128988,0.298337,0.197786,0.130628,0.380932,0.196014,0.127773,0.218760,0.039410,0.124884,0.299128,0.038982,0.126279,0.223224,-0.107404,0.133749,0.378007,-0.107812,0.131918,0.298738,-0.107255,0.137524,0.226297,0.039144,0.124166,0.380574
-0.902957,0.001986,0.027549,-0.428842,-0.101447,0.137969,0.230318,-0.828633,-0.247482,-0.047854,-0.499830,-0.284923,0.249727,0.226598,-0.000522,0.000026,0.000059,-1.000000,0.038841,0.138254,0.300263,0.197953,0.128971,0.298361,0.197781,0.130614,0.380954,0.196008,0.127768,0.218787,0.039396,0.124861,0.299157,0.038974,0.126254,0.223247,-0.107426,0.133745,0.378033,-0.107840,0.131909,0.298767,-0.107260,0.137516,0.226322,0.039131,0.124152,0.380600
-0.902755,0.001908,0.026766,-0.429317,-0.101465,0.137977,0.230327,-0.828873,-0.247371,-0.047869,-0.499485,-0.284956,0.249520,0.226512,-0.000809,0.000051,0.000028,-1.000000,0.038867,0.138385,0.300272,0.197964,0.128981,0.298377,0.197784,0.130615,0.380975,0.196010,0.127769,0.218812,0.039398,0.124851,0.299175,0.038982,0.126255,0.223268,-0.107411,0.133735,0.378046,-0.107834,0.131908,0.298779,-0.107261,0.137517,0.226331,0.039136,0.124146,0.380614
-0.902584,0.001832,0.026148,-0.429715,-0.101490,0.137964,0.230320,-0.828981,-0.247263,-0.047994,-0.499348,-0.285007,0.249361,0.226486,-0.000578,0.000032,0.000061,-1.000000,0.038845,0.138267,0.300281,0.197952,0.128968,0.298381,0.197782,0.130608,0.380976,0.196011,0.127769,0.218811,0.039398,0.124844,0.299175,0.038979,0.126248,0.223272,-0.107421,0.133743,0.378050,-0.107830,0.131896,0.298792,-0.107266,0.137495,0.226352,0.039136,0.124132,0.380622
-0.902361,0.001645,0.025290,-0.430235,-0.101503,0.137989,0.230314,-0.829125,-0.247094,-0.048085,-0.499183,-0.285058,0.249207,0.226434,-0.000565,0.000024,0.000054,-1.000000,0.038856,0.138265,0.300272,0.197963,0.128990,0.298362,0.197792,0.130618,0.380958,0.196019,0.127782,0.218805,0.039408,0.124862,0.299162,0.038980,0.126264,0.223261,-0.107417,0.133733,0.378046,-0.107814,0.131906,0.298784,-0.107255,0.137514,0.226336,0.039145,0.124154,0.380611
-0.902178,0.001347,0.024317,-0.430675,-0.101534,0.137992,0.230314,-0.829127,-0.246956,-0.048271,-0.499231,-0.285124,0.249105,0.226459,-0.000529,-0.000036,0.000014,-1.000000,0.038833,0.138260,0.300252,0.197956,0.128994,0.298370,0.197781,0.130623,0.380956,0.196002,0.127788,0.218804,0.039398,0.124885,0.299154,0.038963,0.126296,0.223266,-0.107423,0.133745,0.378042,-0.107829,0.131915,0.298785,-0.107276,0.137507,0.226337,0.039136,0.124156,0.380611
